# Species	Genes	Alg.-Conn.	GCA_010727945.1_protein.faa	GCA_010728725.1_protein.faa	GCA_010730195.1_protein.faa	GCA_019456655.1_protein.faa	GCA_900292015.1_protein.faa
5	5	0.885	BBX45318.1	BBZ12085.1	BBZ41607.1	QYL21443.1	VDM90604.1
5	5	0.885	BBX45528.1	BBZ13138.1	BBZ40593.1	QYL21266.1	VDM89800.1
5	5	0.885	BBX45886.1	BBZ12717.1	BBZ39920.1	QYL25017.1	VDM89217.1
5	5	0.885	BBX46241.1	BBZ12356.1	BBZ41325.1	QYL21951.1	VDM90386.1
5	5	0.885	BBX47246.1	BBZ13111.1	BBZ38565.1	QYL25334.1	VDM88860.1
5	5	0.885	BBX47382.1	BBZ11261.1	BBZ42572.1	QYL22718.1	VDM86716.1
5	5	0.885	BBX47614.1	BBZ11008.1	BBZ37020.1	QYL23297.1	VDM86913.1
5	5	0.885	BBX48262.1	BBZ10363.1	BBZ37613.1	QYL23943.1	VDM87414.1
5	5	0.885	BBX48592.1	BBZ13626.1	BBZ39747.1	QYL20694.1	VDM89038.1
5	5	0.884	BBX44242.1	BBZ14317.1	BBZ38674.1	QYL24984.1	VDM88285.1
5	5	0.884	BBX45665.1	BBZ12952.1	BBZ40746.1	QYL24496.1	VDM89924.1
5	5	0.884	BBX46334.1	BBZ12248.1	BBZ41420.1	QYL22060.1	VDM90465.1
5	5	0.884	BBX46365.1	BBZ12208.1	BBZ41457.1	QYL21357.1	VDM90495.1
5	5	0.884	BBX46493.1	BBZ12024.1	BBZ41651.1	QYL22140.1	VDM90649.1
5	5	0.884	BBX46817.1	BBZ11671.1	BBZ41948.1	QYL22460.1	VDM90959.1
5	5	0.884	BBX46880.1	BBZ11616.1	BBZ42026.1	QYL22523.1	VDM91032.1
5	5	0.884	BBX46926.1	BBZ11567.1	BBZ42132.1	QYL22573.1	VDM91130.1
5	5	0.884	BBX47325.1	BBZ12209.1	BBZ39449.1	QYL22742.1	VDM88823.1
5	5	0.884	BBX47522.1	BBZ11116.1	BBZ42719.1	QYL23117.1	VDM86839.1
5	5	0.884	BBX47944.1	BBZ10658.1	BBZ37335.1	QYL23578.1	VDM87188.1
5	5	0.884	BBX48083.1	BBZ10525.1	BBZ39457.1	QYL23708.1	VDM88824.1
5	5	0.884	BBX48425.1	BBZ10192.1	BBZ37789.1	QYL24181.1	VDM87611.1
5	5	0.883	BBX44013.1	BBZ14597.1	BBZ38464.1	QYL24737.1	VDM88058.1
5	5	0.883	BBX45747.1	BBZ12877.1	BBZ40828.1	QYL21526.1	VDM90013.1
5	5	0.883	BBX46039.1	BBZ12522.1	BBZ41168.1	QYL21739.1	VDM90239.1
5	5	0.883	BBX46539.1	BBZ11987.1	BBZ41697.1	QYL22173.1	VDM90693.1
5	5	0.883	BBX46651.1	BBZ11857.1	BBZ41785.1	QYL25781.1	VDM90791.1
5	5	0.883	BBX46664.1	BBZ11851.1	BBZ41792.1	QYL22244.1	VDM90799.1
5	5	0.883	BBX47113.1	BBZ11441.1	BBZ42280.1	QYL22788.1	VDM86516.1
5	5	0.883	BBX48113.1	BBZ10503.1	BBZ37470.1	QYL23727.1	VDM87291.1
5	5	0.883	BBX48534.1	BBZ10074.1	BBZ37928.1	QYL24266.1	VDM87712.1
5	5	0.882	BBX44061.1	BBZ14493.1	BBZ38513.1	QYL24855.1	VDM88108.1
5	5	0.882	BBX44130.1	BBZ14408.1	BBZ38559.1	QYL24902.1	VDM88193.1
5	5	0.882	BBX44392.1	BBZ14164.1	BBZ39014.1	QYL25101.1	VDM88433.1
5	5	0.882	BBX44496.1	BBZ14060.1	BBZ39109.1	QYL25194.1	VDM88535.1
5	5	0.882	BBX44534.1	BBZ14015.1	BBZ39140.1	QYL25569.1	VDM88581.1
5	5	0.882	BBX44669.1	BBZ13879.1	BBZ39349.1	QYL20779.1	VDM88735.1
5	5	0.882	BBX45273.1	BBZ13358.1	BBZ40197.1	QYL25661.1	VDM89438.1
5	5	0.882	BBX46912.1	BBZ11580.1	BBZ42116.1	QYL22563.1	VDM91116.1
5	5	0.882	BBX47156.1	BBZ11404.1	BBZ42332.1	QYL22822.1	VDM86535.1
5	5	0.882	BBX47891.1	BBZ10742.1	BBZ37292.1	QYL23531.1	VDM87141.1
5	5	0.882	BBX48176.1	BBZ10439.1	BBZ37533.1	QYL23859.1	VDM87355.1
5	5	0.882	BBX48389.1	BBZ10235.1	BBZ37752.1	QYL24095.1	VDM87555.1
5	5	0.882	BBX48507.1	BBZ10102.1	BBZ37901.1	QYL24227.1	VDM87678.1
5	5	0.881	BBX44199.1	BBZ14356.1	BBZ38636.1	QYL24950.1	VDM88245.1
5	5	0.881	BBX45386.1	BBZ13280.1	BBZ40456.1	QYL21077.1	VDM89672.1
5	5	0.881	BBX45655.1	BBZ12963.1	BBZ40738.1	QYL24512.1	VDM89913.1
5	5	0.881	BBX45744.1	BBZ13318.1	BBZ42096.1	QYL24468.1	VDM91100.1
5	5	0.881	BBX45754.1	BBZ12870.1	BBZ40837.1	QYL21539.1	VDM90020.1
5	5	0.881	BBX45856.1	BBZ12802.1	BBZ40959.1	QYL21606.1	VDM90098.1
5	5	0.881	BBX46209.1	BBZ12384.1	BBZ41296.1	QYL21912.1	VDM90359.1
5	5	0.881	BBX46395.1	BBZ12184.1	BBZ41535.1	QYL21382.1	VDM90534.1
5	5	0.881	BBX46914.1	BBZ11578.1	BBZ42118.1	QYL22565.1	VDM91118.1
5	5	0.881	BBX47472.1	BBZ11181.1	BBZ42652.1	QYL23048.1	VDM86791.1
5	5	0.881	BBX47473.1	BBZ11180.1	BBZ42653.1	QYL23051.1	VDM86792.1
5	5	0.881	BBX48853.1	BBZ14708.1	BBZ38333.1	QYL24629.1	VDM87928.1
5	5	0.88	BBX44182.1	BBZ14380.1	BBZ38620.1	QYL24917.1	VDM88230.1
5	5	0.88	BBX44339.1	BBZ14201.1	BBZ38984.1	QYL25061.1	VDM88398.1
5	5	0.88	BBX44403.1	BBZ14156.1	BBZ39022.1	QYL25112.1	VDM88441.1
5	5	0.88	BBX45081.1	BBZ13554.1	BBZ39978.1	QYL20352.1	VDM89243.1
5	5	0.88	BBX45166.1	BBZ13453.1	BBZ40081.1	QYL20896.1	VDM89348.1
5	5	0.88	BBX45315.1	BBZ12215.1	BBZ41455.1	QYL21355.1	VDM90493.1
5	5	0.88	BBX45494.1	BBZ13173.1	BBZ40558.1	QYL21182.1	VDM89767.1
5	5	0.88	BBX45555.1	BBZ13112.1	BBZ40649.1	QYL21304.1	VDM89842.1
5	5	0.88	BBX46707.1	BBZ11811.1	BBZ41828.1	QYL22332.1	VDM90834.1
5	5	0.88	BBX46769.1	BBZ11723.1	BBZ41903.1	QYL22415.1	VDM90911.1
5	5	0.88	BBX47419.1	BBZ11235.1	BBZ42604.1	QYL22696.1	VDM86747.1
5	5	0.88	BBX48885.1	BBZ14695.1	BBZ38360.1	QYL24637.1	VDM87946.1
5	5	0.88	BBX48939.1	BBZ14634.1	BBZ38415.1	QYL24687.1	VDM87994.1
5	5	0.879	BBX44050.1	BBZ14507.1	BBZ38500.1	QYL24817.1	VDM88092.1
5	5	0.879	BBX44614.1	BBZ13928.1	BBZ39289.1	QYL25648.1	VDM88692.1
5	5	0.879	BBX45162.1	BBZ13457.1	BBZ40077.1	QYL20893.1	VDM89344.1
5	5	0.879	BBX45211.1	BBZ13414.1	BBZ40121.1	QYL20932.1	VDM89389.1
5	5	0.879	BBX46027.1	BBZ12538.1	BBZ41158.1	QYL21728.1	VDM90227.1
5	5	0.879	BBX46237.1	BBZ12359.1	BBZ41321.1	QYL21946.1	VDM90383.1
5	5	0.879	BBX46630.1	BBZ11884.1	BBZ41771.1	QYL22227.1	VDM90774.1
5	5	0.879	BBX47148.1	BBZ11409.1	BBZ42315.1	QYL25276.1	VDM91287.1
5	5	0.879	BBX47842.1	BBZ10820.1	BBZ37240.1	QYL23490.1	VDM87104.1
5	5	0.879	BBX48475.1	BBZ10126.1	BBZ37860.1	QYL24213.1	VDM87661.1
5	5	0.878	BBX44225.1	BBZ14334.1	BBZ38655.1	QYL24970.1	VDM88268.1
5	5	0.878	BBX44673.1	BBZ13876.1	BBZ39358.1	QYL20775.1	VDM88740.1
5	5	0.878	BBX45246.1	BBZ13382.1	BBZ40171.1	QYL20969.1	VDM89418.1
5	5	0.878	BBX46727.1	BBZ11797.1	BBZ41843.1	QYL22359.1	VDM90850.1
5	5	0.878	BBX47629.1	BBZ10990.1	BBZ37038.1	QYL23310.1	VDM86930.1
5	5	0.878	BBX47722.1	BBZ10921.1	BBZ37147.1	QYL25351.1	VDM87007.1
5	5	0.878	BBX48593.1	BBZ10009.1	BBZ38005.1	QYL24348.1	VDM87736.1
5	5	0.878	BBX48844.1	BBZ14718.1	BBZ38321.1	QYL24618.1	VDM87912.1
5	5	0.877	BBX44872.1	BBZ13763.1	BBZ39608.1	QYL20649.1	VDM88929.1
5	5	0.877	BBX46453.1	BBZ12110.1	BBZ41589.1	QYL21430.1	VDM90586.1
5	5	0.877	BBX48005.1	BBZ10577.1	BBZ37397.1	QYL24351.1	VDM87250.1
5	5	0.877	BBX48230.1	BBZ10385.1	BBZ37589.1	QYL25408.1	VDM87399.1
5	5	0.877	BBX48403.1	BBZ10225.1	BBZ37764.1	QYL24111.1	VDM87570.1
5	5	0.877	BBX48889.1	BBZ11518.1	BBZ37962.1	QYL23199.1	VDM89550.1
5	5	0.876	BBX44034.1	BBZ14556.1	BBZ38483.1	QYL24798.1	VDM88075.1
5	5	0.876	BBX44243.1	BBZ14316.1	BBZ38675.1	QYL25536.1	VDM88286.1
5	5	0.876	BBX44256.1	BBZ14308.1	BBZ38688.1	QYL24994.1	VDM88300.1
5	5	0.876	BBX44330.1	BBZ14211.1	BBZ38978.1	QYL22720.1	VDM88392.1
5	5	0.876	BBX44400.1	BBZ14159.1	BBZ39019.1	QYL25110.1	VDM88438.1
5	5	0.876	BBX44599.1	BBZ13944.1	BBZ39273.1	QYL20278.1	VDM88675.1
5	5	0.876	BBX44823.1	BBZ13677.1	BBZ42629.1	QYL20487.1	VDM86772.1
5	5	0.876	BBX45005.1	BBZ10558.1	BBZ39763.1	QYL20458.1	VDM89076.1
5	5	0.876	BBX45197.1	BBZ13421.1	BBZ40114.1	QYL20925.1	VDM89380.1
5	5	0.876	BBX45638.1	BBZ14570.1	BBZ39682.1	QYL20714.1	VDM88321.1
5	5	0.876	BBX46054.1	BBZ12508.1	BBZ41180.1	QYL21786.1	VDM90253.1
5	5	0.876	BBX46207.1	BBZ12386.1	BBZ41294.1	QYL21910.1	VDM90357.1
5	5	0.876	BBX46446.1	BBZ12118.1	BBZ41582.1	QYL21424.1	VDM90579.1
5	5	0.876	BBX47470.1	BBZ11183.1	BBZ42651.1	QYL24840.1	VDM86789.1
5	5	0.876	BBX47494.1	BBZ11146.1	BBZ42683.1	QYL23082.1	VDM86812.1
5	5	0.876	BBX48293.1	BBZ10329.1	BBZ37644.1	QYL25426.1	VDM87443.1
5	5	0.876	BBX48367.1	BBZ10266.1	BBZ37724.1	QYL24078.1	VDM87506.1
5	5	0.876	BBX48454.1	BBZ10160.1	BBZ37819.1	QYL24194.1	VDM87634.1
5	5	0.876	BBX48462.1	BBZ10152.1	BBZ37827.1	QYL24200.1	VDM87643.1
5	5	0.875	BBX44124.1	BBZ14414.1	BBZ38554.1	QYL24895.1	VDM88185.1
5	5	0.875	BBX44691.1	BBZ13860.1	BBZ39378.1	QYL20758.1	VDM88765.1
5	5	0.875	BBX45235.1	BBZ13391.1	BBZ40144.1	QYL25656.1	VDM89409.1
5	5	0.875	BBX45531.1	BBZ13136.1	BBZ40596.1	QYL21268.1	VDM89806.1
5	5	0.875	BBX46250.1	BBZ12347.1	BBZ41334.1	QYL25753.1	VDM90395.1
5	5	0.875	BBX47963.1	BBZ10637.1	BBZ37350.1	QYL25366.1	VDM87206.1
5	5	0.875	BBX48134.1	BBZ10478.1	BBZ37495.1	QYL25399.1	VDM87313.1
5	5	0.875	BBX48640.1	BBZ10011.1	BBZ38046.1	QYL24346.1	VDM87781.1
5	5	0.874	BBX44393.1	BBZ14163.1	BBZ39015.1	QYL25553.1	VDM88434.1
5	5	0.874	BBX44668.1	BBZ13880.1	BBZ39348.1	QYL20780.1	VDM88734.1
5	5	0.874	BBX46411.1	BBZ12165.1	BBZ41553.1	QYL21403.1	VDM90546.1
5	5	0.874	BBX46508.1	BBZ12012.1	BBZ41664.1	QYL22150.1	VDM90667.1
5	5	0.874	BBX47716.1	BBZ10927.1	BBZ37142.1	QYL23398.1	VDM87002.1
5	5	0.873	BBX44398.1	BBZ14161.1	BBZ39017.1	QYL25108.1	VDM88436.1
5	5	0.873	BBX44657.1	BBZ13889.1	BBZ39335.1	QYL20800.1	VDM88719.1
5	5	0.873	BBX45851.1	BBZ12807.1	BBZ40940.1	QYL21599.1	VDM90091.1
5	5	0.873	BBX46482.1	BBZ12036.1	BBZ41639.1	QYL22130.1	VDM90638.1
5	5	0.873	BBX46503.1	BBZ12014.1	BBZ41662.1	QYL25776.1	VDM90665.1
5	5	0.873	BBX46625.1	BBZ11889.1	BBZ41766.1	QYL22222.1	VDM90769.1
5	5	0.873	BBX46733.1	BBZ11789.1	BBZ41859.1	QYL22375.1	VDM90862.1
5	5	0.873	BBX47070.1	BBZ11454.1	BBZ42167.1	QYL22683.1	VDM91235.1
5	5	0.873	BBX47127.1	BBZ11428.1	BBZ42294.1	QYL22800.1	VDM86490.1
5	5	0.873	BBX47805.1	BBZ10868.1	BBZ37207.1	QYL23452.1	VDM87070.1
5	5	0.873	BBX47974.1	BBZ10611.1	BBZ37368.1	QYL23605.1	VDM87223.1
5	5	0.873	BBX48424.1	BBZ10193.1	BBZ37788.1	QYL24180.1	VDM87610.1
5	5	0.872	BBX44326.1	BBZ14215.1	BBZ38969.1	QYL25051.1	VDM88387.1
5	5	0.872	BBX44421.1	BBZ14127.1	BBZ39042.1	QYL25125.1	VDM88467.1
5	5	0.872	BBX44602.1	BBZ13942.1	BBZ39277.1	QYL25576.1	VDM88678.1
5	5	0.872	BBX45201.1	BBZ13417.1	BBZ40118.1	QYL20928.1	VDM89385.1
5	5	0.872	BBX46037.1	BBZ12524.1	BBZ41166.1	QYL21736.1	VDM90236.1
5	5	0.872	BBX46755.1	BBZ11767.1	BBZ41888.1	QYL22402.1	VDM90894.1
5	5	0.872	BBX47022.1	BBZ11502.1	BBZ42225.1	QYL22642.1	VDM91190.1
5	5	0.872	BBX47168.1	BBZ11392.1	BBZ42344.1	QYL22836.1	VDM86545.1
5	5	0.872	BBX47648.1	BBZ10968.1	BBZ37052.1	QYL20673.1	VDM86943.1
5	5	0.872	BBX48273.1	BBZ10354.1	BBZ37622.1	QYL23962.1	VDM87427.1
5	5	0.872	BBX48358.1	BBZ10275.1	BBZ37714.1	QYL24071.1	VDM87497.1
5	5	0.872	BBX48515.1	BBZ10094.1	BBZ37909.1	QYL24247.1	VDM87686.1
5	5	0.871	BBX44899.1	BBZ13737.1	BBZ39630.1	QYL20607.1	VDM88959.1
5	5	0.871	BBX45113.1	BBZ13508.1	BBZ40030.1	QYL20313.1	VDM89296.1
5	5	0.871	BBX45124.1	BBZ13492.1	BBZ40040.1	QYL25580.1	VDM89309.1
5	5	0.871	BBX45637.1	BBZ14571.1	BBZ39681.1	QYL20713.1	VDM88322.1
5	5	0.871	BBX46822.1	BBZ11666.1	BBZ41953.1	QYL25805.1	VDM90964.1
5	5	0.871	BBX47129.1	BBZ11426.1	BBZ42296.1	QYL22801.1	VDM86488.1
5	5	0.871	BBX47248.1	BBZ13109.1	BBZ38567.1	QYL23287.1	VDM88201.1
5	5	0.871	BBX47653.1	BBZ10965.1	BBZ37103.1	QYL23323.1	VDM86964.1
5	5	0.871	BBX47931.1	BBZ10663.1	BBZ37330.1	QYL23573.1	VDM87178.1
5	5	0.871	BBX48130.1	BBZ10482.1	BBZ37491.1	QYL23761.1	VDM87309.1
5	5	0.871	BBX48392.1	BBZ10233.1	BBZ37754.1	QYL24099.1	VDM87557.1
5	5	0.871	BBX48664.1	BBZ09915.1	BBZ38068.1	QYL24392.1	VDM87802.1
5	5	0.871	BBX48836.1	BBZ14722.1	BBZ38312.1	QYL24566.1	VDM87896.1
5	5	0.871	BBX48946.1	BBZ14627.1	BBZ38434.1	QYL24703.1	VDM88002.1
5	5	0.87	BBX44301.1	BBZ14223.1	BBZ38953.1	QYL25038.1	VDM88367.1
5	5	0.87	BBX45439.1	BBZ13217.1	BBZ40510.1	QYL25678.1	VDM89724.1
5	5	0.87	BBX45759.1	BBZ12865.1	BBZ40844.1	QYL25717.1	VDM90027.1
5	5	0.87	BBX45764.1	BBZ12859.1	BBZ40848.1	QYL21546.1	VDM90031.1
5	5	0.87	BBX45834.1	BBZ12823.1	BBZ40901.1	QYL21584.1	VDM90075.1
5	5	0.87	BBX45990.1	BBZ12571.1	BBZ41110.1	QYL21692.1	VDM90203.1
5	5	0.87	BBX46155.1	BBZ12442.1	BBZ41240.1	QYL21883.1	VDM90328.1
5	5	0.87	BBX46559.1	BBZ11964.1	BBZ41715.1	QYL22192.1	VDM90711.1
5	5	0.87	BBX46560.1	BBZ11963.1	BBZ41716.1	QYL22193.1	VDM90712.1
5	5	0.87	BBX46988.1	BBZ11547.1	BBZ42262.1	QYL22607.1	VDM91145.1
5	5	0.87	BBX47139.1	BBZ11417.1	BBZ42306.1	QYL22810.1	VDM91295.1
5	5	0.87	BBX47711.1	BBZ10930.1	BBZ37135.1	QYL23379.1	VDM86997.1
5	5	0.87	BBX47988.1	BBZ10598.1	BBZ39762.1	QYL23637.1	VDM89075.1
5	5	0.87	BBX48575.1	BBZ11335.1	BBZ39430.1	QYL20696.1	VDM88799.1
5	5	0.87	BBX48838.1	BBZ14720.1	BBZ38315.1	QYL24616.1	VDM87898.1
5	5	0.869	BBX45831.1	BBZ12826.1	BBZ40898.1	QYL25726.1	VDM90072.1
5	5	0.869	BBX45860.1	BBZ12798.1	BBZ40963.1	QYL21611.1	VDM90102.1
5	5	0.869	BBX46652.1	BBZ11856.1	BBZ41786.1	QYL22241.1	VDM90792.1
5	5	0.869	BBX47137.1	BBZ11419.1	BBZ42304.1	QYL22809.1	VDM91297.1
5	5	0.869	BBX47179.1	BBZ11384.1	BBZ42351.1	QYL22845.1	VDM86553.1
5	5	0.869	BBX48402.1	BBZ10226.1	BBZ37763.1	QYL24110.1	VDM87566.1
5	5	0.869	BBX48945.1	BBZ14628.1	BBZ38433.1	QYL24692.1	VDM88001.1
5	5	0.868	BBX44196.1	BBZ14363.1	BBZ38633.1	QYL24943.1	VDM88242.1
5	5	0.868	BBX44509.1	BBZ14044.1	BBZ39120.1	QYL25204.1	VDM88547.1
5	5	0.868	BBX45709.1	BBZ12907.1	BBZ40786.1	QYL25710.1	VDM89959.1
5	5	0.868	BBX47644.1	BBZ10974.1	BBZ37047.1	QYL23321.1	VDM86939.1
5	5	0.868	BBX47697.1	BBZ10949.1	BBZ37117.1	QYL23363.1	VDM86979.1
5	5	0.868	BBX48929.1	BBZ14644.1	BBZ38405.1	QYL24676.1	VDM87983.1
5	5	0.867	BBX44192.1	BBZ14371.1	BBZ38628.1	QYL24925.1	VDM88237.1
5	5	0.867	BBX44294.1	BBZ14231.1	BBZ38943.1	QYL25033.1	VDM88359.1
5	5	0.867	BBX44298.1	BBZ14226.1	BBZ38950.1	QYL25037.1	VDM88364.1
5	5	0.867	BBX44412.1	BBZ14138.1	BBZ39032.1	QYL25117.1	VDM88453.1
5	5	0.867	BBX45650.1	BBZ12971.1	BBZ40728.1	QYL24520.1	VDM89907.1
5	5	0.867	BBX46759.1	BBZ11763.1	BBZ41892.1	QYL22406.1	VDM90898.1
5	5	0.867	BBX47402.1	BBZ11250.1	BBZ42587.1	QYL21153.1	VDM86729.1
5	5	0.867	BBX48626.1	BBZ09971.1	BBZ38033.1	QYL24368.1	VDM87766.1
5	5	0.867	BBX48952.1	BBZ14621.1	BBZ38439.1	QYL25505.1	VDM88008.1
5	5	0.866	BBX46665.1	BBZ11850.1	BBZ41793.1	QYL22245.1	VDM90800.1
5	5	0.866	BBX46861.1	BBZ11628.1	BBZ42011.1	QYL22494.1	VDM91019.1
5	5	0.866	BBX47031.1	BBZ11493.1	BBZ42212.1	QYL25827.1	VDM91200.1
5	5	0.865	BBX45516.1	BBZ13150.1	BBZ40582.1	QYL21241.1	VDM89788.1
5	5	0.865	BBX45563.1	BBZ13105.1	BBZ40654.1	QYL21325.1	VDM89846.1
5	5	0.865	BBX45725.1	BBZ12891.1	BBZ40801.1	QYL21500.1	VDM89974.1
5	5	0.865	BBX46176.1	BBZ12392.1	BBZ41262.1	QYL21897.1	VDM90344.1
5	5	0.865	BBX46565.1	BBZ11953.1	BBZ41722.1	QYL22199.1	VDM90720.1
5	5	0.865	BBX46765.1	BBZ11755.1	BBZ41899.1	QYL22411.1	VDM90904.1
5	5	0.865	BBX46773.1	BBZ11719.1	BBZ41907.1	QYL22420.1	VDM90915.1
5	5	0.865	BBX47971.1	BBZ10627.1	BBZ37359.1	QYL25370.1	VDM87215.1
5	5	0.865	BBX48351.1	BBZ10281.1	BBZ37707.1	QYL24064.1	VDM87489.1
5	5	0.864	BBX44658.1	BBZ13888.1	BBZ39337.1	QYL20787.1	VDM88721.1
5	5	0.864	BBX45405.1	BBZ13249.1	BBZ40486.1	QYL21096.1	VDM89703.1
5	5	0.864	BBX45839.1	BBZ12818.1	BBZ40904.1	QYL21589.1	VDM90078.1
5	5	0.864	BBX45969.1	BBZ12595.1	BBZ41076.1	QYL21687.1	VDM90181.1
5	5	0.864	BBX46164.1	BBZ12402.1	BBZ41252.1	QYL21890.1	VDM90336.1
5	5	0.864	BBX46874.1	BBZ11623.1	BBZ42018.1	QYL22517.1	VDM91025.1
5	5	0.864	BBX47437.1	BBZ11223.1	BBZ42615.1	QYL23019.1	VDM86758.1
5	5	0.864	BBX47509.1	BBZ11127.1	BBZ42707.1	QYL23107.1	VDM86828.1
5	5	0.864	BBX47967.1	BBZ10633.1	BBZ37354.1	QYL25368.1	VDM87210.1
5	5	0.864	BBX47991.1	BBZ10595.1	BBZ37379.1	QYL23639.1	VDM87235.1
5	5	0.863	BBX44430.1	BBZ14116.1	BBZ39052.1	QYL25132.1	VDM88478.1
5	5	0.863	BBX44452.1	BBZ14103.1	BBZ39062.1	QYL25149.1	VDM88489.1
5	5	0.863	BBX44610.1	BBZ13933.1	BBZ39285.1	QYL20858.1	VDM88688.1
5	5	0.863	BBX45542.1	BBZ13125.1	BBZ40633.1	QYL21291.1	VDM89825.1
5	5	0.863	BBX46361.1	BBZ12218.1	BBZ41451.1	QYL20500.1	VDM90487.1
5	5	0.863	BBX47604.1	BBZ11015.1	BBZ37011.1	QYL23171.1	VDM86905.1
5	5	0.862	BBX45692.1	BBZ12921.1	BBZ40764.1	QYL21466.1	VDM89942.1
5	5	0.862	BBX46513.1	BBZ12004.1	BBZ41674.1	QYL22156.1	VDM90676.1
5	5	0.862	BBX47836.1	BBZ10825.1	BBZ37236.1	QYL23486.1	VDM87098.1
5	5	0.862	BBX48470.1	BBZ10132.1	BBZ37847.1	QYL24208.1	VDM87653.1
5	5	0.861	BBX44186.1	BBZ14376.1	BBZ38624.1	QYL24920.1	VDM88233.1
5	5	0.861	BBX45145.1	BBZ13470.1	BBZ40064.1	QYL20882.1	VDM89331.1
5	5	0.861	BBX45177.1	BBZ13442.1	BBZ40093.1	QYL20906.1	VDM89359.1
5	5	0.861	BBX45727.1	BBZ12889.1	BBZ40803.1	QYL21502.1	VDM89976.1
5	5	0.861	BBX45965.1	BBZ12599.1	BBZ41072.1	QYL22262.1	VDM90177.1
5	5	0.861	BBX46490.1	BBZ12028.1	BBZ41647.1	QYL22137.1	VDM90646.1
5	5	0.861	BBX46564.1	BBZ11956.1	BBZ41721.1	QYL22198.1	VDM90719.1
5	5	0.861	BBX46672.1	BBZ11842.1	BBZ41802.1	QYL22266.1	VDM90806.1
5	5	0.861	BBX48967.1	BBZ14610.1	BBZ38452.1	QYL24728.1	VDM88047.1
5	5	0.86	BBX44181.1	BBZ14381.1	BBZ38619.1	QYL24916.1	VDM88229.1
5	5	0.86	BBX44527.1	BBZ14019.1	BBZ39136.1	QYL25219.1	VDM88577.1
5	5	0.86	BBX44609.1	BBZ13934.1	BBZ39284.1	QYL20861.1	VDM88686.1
5	5	0.86	BBX45311.1	BBZ11343.1	BBZ38709.1	QYL22945.1	VDM86574.1
5	5	0.86	BBX46461.1	BBZ12094.1	BBZ41602.1	QYL21439.1	VDM90600.1
5	5	0.86	BBX46495.1	BBZ12022.1	BBZ41653.1	QYL22142.1	VDM89651.1
5	5	0.86	BBX47602.1	BBZ11019.1	BBZ37007.1	QYL23170.1	VDM86902.1
5	5	0.86	BBX47892.1	BBZ10741.1	BBZ37293.1	QYL23532.1	VDM87142.1
5	5	0.86	BBX48177.1	BBZ10438.1	BBZ37534.1	QYL23860.1	VDM87356.1
5	5	0.86	BBX48824.1	BBZ14737.1	BBZ38299.1	QYL24775.1	VDM87879.1
5	5	0.859	BBX44332.1	BBZ14210.1	BBZ38979.1	QYL25057.1	VDM88393.1
5	5	0.859	BBX44429.1	BBZ14117.1	BBZ39051.1	QYL25131.1	VDM88477.1
5	5	0.859	BBX44930.1	BBZ13705.1	BBZ39668.1	QYL20530.1	VDM88988.1
5	5	0.859	BBX45182.1	BBZ13437.1	BBZ40098.1	QYL20910.1	VDM89365.1
5	5	0.859	BBX45238.1	BBZ13388.1	BBZ40147.1	QYL20956.1	VDM89413.1
5	5	0.859	BBX45349.1	BBZ13290.1	BBZ40405.1	QYL21057.1	VDM89638.1
5	5	0.859	BBX45825.1	BBZ12831.1	BBZ40893.1	QYL21578.1	VDM90066.1
5	5	0.859	BBX47164.1	BBZ11396.1	BBZ42340.1	QYL22830.1	VDM86542.1
5	5	0.858	BBX44617.1	BBZ13925.1	BBZ39292.1	QYL20852.1	VDM88695.1
5	5	0.858	BBX44677.1	BBZ13872.1	BBZ39363.1	QYL20771.1	VDM88746.1
5	5	0.858	BBX45281.1	BBZ13351.1	BBZ40206.1	QYL21006.1	VDM89448.1
5	5	0.858	BBX45317.1	BBZ12087.1	BBZ41605.1	QYL21441.1	VDM90602.1
5	5	0.858	BBX45947.1	BBZ12622.1	BBZ41048.1	QYL21651.1	VDM90153.1
5	5	0.858	BBX46716.1	BBZ11806.1	BBZ41833.1	QYL22350.1	VDM90843.1
5	5	0.858	BBX47247.1	BBZ13110.1	BBZ38566.1	QYL23286.1	VDM88200.1
5	5	0.858	BBX48617.1	BBZ09980.1	BBZ38024.1	QYL24359.1	VDM87757.1
5	5	0.857	BBX44469.1	BBZ14083.1	BBZ39087.1	QYL25165.1	VDM88512.1
5	5	0.857	BBX45112.1	BBZ13509.1	BBZ40029.1	QYL20314.1	VDM89295.1
5	5	0.857	BBX46044.1	BBZ12517.1	BBZ41172.1	QYL21744.1	VDM90245.1
5	5	0.857	BBX46251.1	BBZ12346.1	BBZ39720.1	QYL21961.1	VDM89025.1
5	5	0.857	BBX47736.1	BBZ10912.1	BBZ37169.1	QYL23418.1	VDM87030.1
5	5	0.857	BBX47899.1	BBZ10731.1	BBZ37301.1	QYL25360.1	VDM87149.1
5	5	0.857	BBX47977.1	BBZ10608.1	BBZ37371.1	QYL23614.1	VDM87226.1
5	5	0.856	BBX44110.1	BBZ14435.1	BBZ38547.1	QYL24890.1	VDM88175.1
5	5	0.856	BBX44240.1	BBZ14319.1	BBZ38672.1	QYL25535.1	VDM88283.1
5	5	0.856	BBX44265.1	BBZ14297.1	BBZ38697.1	QYL25000.1	VDM88308.1
5	5	0.856	BBX45720.1	BBZ12896.1	BBZ40796.1	QYL21496.1	VDM89969.1
